Time of Purchase,Lead Time,Ticket Type
10:17:53,0 days,off-peak
10:29:59,1 days,advance
10:30:40,14 days,advance
10:31:41,1 days,advance
10:43:26,10 days,advance
10:43:41,12 days,advance
10:47:10,7 days,advance
10:54:29,7 days,advance
11:13:58,6 days,advance
11:20:50,13 days,advance
11:32:26,1 days,advance
11:37:34,0 days,off-peak
11:37:36,17 days,advance
12:02:50,2 days,advance
12:06:34,14 days,advance
12:08:50,12 days,advance
12:13:31,1 days,advance
12:31:31,1 days,advance
12:31:57,16 days,advance
12:32:03,14 days,advance
12:41:16,17 days,advance
12:43:50,7 days,advance
12:51:36,11 days,advance
12:59:28,0 days,off-peak
13:16:20,0 days,off-peak
13:28:13,16 days,advance
13:37:13,0 days,off-peak
13:40:16,14 days,advance
13:54:40,15 days,advance
14:05:38,1 days,advance
14:20:43,0 days,off-peak
14:37:50,0 days,anytime
14:38:34,1 days,advance
14:43:57,1 days,advance
14:52:35,14 days,advance
14:52:57,4 days,advance
14:53:27,17 days,advance
14:57:26,0 days,anytime
15:00:37,11 days,advance
15:01:51,7 days,advance
15:12:06,0 days,anytime
15:15:00,1 days,advance
15:15:33,1 days,advance
15:16:57,10 days,advance
15:17:15,7 days,advance
15:21:47,2 days,advance
15:31:01,14 days,advance
15:39:22,0 days,anytime
15:44:11,0 days,anytime
15:54:32,0 days,anytime
15:55:19,5 days,advance
16:02:37,0 days,anytime
16:04:39,0 days,anytime
16:07:09,9 days,advance
16:07:46,1 days,advance
16:09:13,0 days,anytime
16:16:11,2 days,advance
16:16:19,16 days,advance
16:37:56,16 days,advance
16:37:59,17 days,advance
16:45:42,1 days,advance
17:06:28,1 days,advance
17:10:41,0 days,anytime
17:15:13,10 days,advance
17:15:48,0 days,anytime
17:18:19,0 days,anytime
17:22:24,0 days,anytime
17:25:50,5 days,advance
17:25:57,1 days,advance
17:26:12,0 days,anytime
17:26:15,5 days,advance
17:27:50,0 days,anytime
17:29:16,16 days,advance
17:31:16,17 days,advance
17:32:14,4 days,advance
17:35:20,8 days,advance
17:38:14,9 days,advance
17:38:36,16 days,advance
17:42:06,10 days,advance
17:42:54,6 days,advance
17:43:45,15 days,advance
17:50:43,1 days,advance
17:55:21,1 days,advance
17:59:42,17 days,advance
18:05:06,1 days,advance
18:06:27,11 days,advance
18:12:56,1 days,advance
18:15:39,0 days,anytime
18:17:14,0 days,off-peak
18:20:19,0 days,anytime
18:23:58,0 days,anytime
18:23:59,0 days,anytime
18:24:20,0 days,anytime
18:31:23,1 days,advance
18:42:25,1 days,advance
18:51:07,11 days,advance
18:51:24,1 days,advance
18:56:25,1 days,advance
18:57:16,7 days,advance
18:58:18,0 days,off-peak
18:59:00,16 days,advance
18:59:23,0 days,off-peak
18:59:30,1 days,advance
19:08:13,0 days,off-peak
19:20:25,11 days,advance
19:27:34,1 days,advance
19:28:23,8 days,advance
19:30:13,7 days,advance
19:33:57,7 days,advance
19:34:10,9 days,advance
19:34:59,6 days,advance
19:36:02,10 days,advance
19:40:34,1 days,advance
19:42:29,4 days,advance
19:44:47,8 days,advance
19:53:25,14 days,advance
19:54:08,9 days,advance
20:15:42,13 days,advance
20:16:12,9 days,advance
20:16:55,1 days,advance
20:17:21,15 days,advance
20:18:24,7 days,advance
20:20:14,1 days,advance
20:21:44,16 days,advance
20:21:57,17 days,advance
20:22:17,12 days,advance
20:22:57,9 days,advance
20:23:09,7 days,advance
20:24:02,6 days,advance
20:25:47,12 days,advance
20:26:36,1 days,advance
20:26:41,9 days,advance
20:26:49,7 days,advance
20:28:17,5 days,advance
20:28:39,8 days,advance
20:28:45,1 days,advance
20:28:56,7 days,advance
20:29:21,1 days,advance
20:31:17,14 days,advance
20:34:33,8 days,advance
20:36:35,0 days,off-peak
20:39:44,14 days,advance
20:42:07,0 days,off-peak
20:44:10,0 days,off-peak
20:45:31,0 days,off-peak
21:19:41,14 days,advance
21:32:27,6 days,advance
21:32:46,1 days,advance
21:35:15,1 days,advance
21:44:18,7 days,advance
21:44:32,6 days,advance
21:49:13,14 days,advance
21:54:14,16 days,advance
21:54:44,17 days,advance
21:56:18,11 days,advance
21:59:10,2 days,advance
22:01:50,16 days,advance
22:11:43,1 days,advance
22:43:11,1 days,advance
23:05:31,1 days,advance
23:10:27,7 days,advance
23:14:57,1 days,advance
23:33:29,1 days,advance
23:38:41,2 days,advance
23:45:06,8 days,advance
23:45:19,13 days,advance
23:54:26,2 days,advance
23:55:23,9 days,advance
23:57:48,6 days,advance
00:01:10,4 days,advance
00:11:38,14 days,advance
00:12:53,13 days,advance
00:18:27,0 days,off-peak
00:23:41,0 days,off-peak
00:25:23,14 days,advance
00:29:18,13 days,advance
00:32:15,8 days,advance
00:44:54,7 days,advance
01:07:21,1 days,advance
01:21:55,0 days,off-peak
01:29:46,1 days,advance
01:34:07,16 days,advance
01:36:38,13 days,advance
01:39:43,1 days,advance
02:01:41,1 days,advance
02:05:49,0 days,off-peak
02:11:40,9 days,advance
02:38:16,1 days,advance
02:52:46,0 days,off-peak
02:54:34,0 days,off-peak
03:04:50,6 days,advance
03:09:16,16 days,advance
03:12:02,1 days,advance
03:17:35,4 days,advance
03:18:28,13 days,advance
03:19:26,1 days,advance
03:40:45,12 days,advance
03:42:12,14 days,advance
03:42:21,14 days,advance
03:44:16,1 days,advance
03:45:14,5 days,advance
03:53:17,1 days,advance
04:03:07,15 days,advance
04:05:22,0 days,off-peak
04:05:28,3 days,advance
04:05:44,1 days,advance
04:07:32,1 days,advance
04:18:10,0 days,off-peak
04:37:59,0 days,anytime
04:43:22,1 days,advance
04:45:37,0 days,anytime
04:49:29,8 days,advance
04:50:52,0 days,anytime
05:02:43,0 days,anytime
05:03:37,0 days,anytime
05:25:04,9 days,advance
05:29:18,10 days,advance
05:51:01,1 days,advance
05:59:03,0 days,anytime
05:59:31,14 days,advance
06:02:26,0 days,anytime
06:02:45,15 days,advance
06:10:04,0 days,anytime
06:32:06,0 days,anytime
06:32:54,0 days,anytime
06:34:35,0 days,anytime
06:35:17,0 days,anytime
06:35:18,0 days,anytime
06:40:00,7 days,advance
06:44:24,7 days,advance
06:56:13,14 days,advance
07:08:48,0 days,anytime
07:15:12,0 days,anytime
07:16:14,0 days,anytime
07:18:15,0 days,anytime
07:21:21,0 days,anytime
07:25:58,0 days,anytime
07:27:25,4 days,advance
07:28:13,0 days,anytime
07:28:38,1 days,advance
07:28:59,10 days,advance
07:35:29,6 days,advance
07:39:17,12 days,advance
07:42:16,0 days,off-peak
07:46:08,9 days,advance
07:47:27,16 days,advance
07:47:53,11 days,advance
07:51:59,15 days,advance
08:01:30,4 days,advance
08:02:16,4 days,advance
08:03:25,1 days,advance
08:04:15,11 days,advance
08:04:51,12 days,advance
08:05:01,2 days,advance
08:06:19,2 days,advance
08:06:48,8 days,advance
08:07:25,4 days,advance
08:07:37,6 days,advance
08:08:47,13 days,advance
08:11:08,4 days,advance
08:12:20,14 days,advance
08:14:35,6 days,advance
08:14:42,1 days,advance
08:17:03,14 days,advance
08:18:25,16 days,advance
08:22:12,2 days,advance
08:24:04,15 days,advance
08:24:27,2 days,advance
08:25:57,10 days,advance
08:26:11,1 days,advance
08:26:18,16 days,advance
08:28:49,10 days,advance
08:29:03,14 days,advance
08:29:51,11 days,advance
08:41:45,1 days,advance
08:46:10,7 days,advance
08:59:11,7 days,advance
09:00:03,10 days,advance
09:01:00,0 days,off-peak
09:02:34,3 days,advance
09:05:16,2 days,advance
09:06:11,1 days,advance
09:11:09,1 days,advance
09:11:33,11 days,advance
09:11:35,16 days,advance
09:13:33,1 days,advance
09:23:48,4 days,advance
09:32:05,11 days,advance
09:32:21,5 days,advance
09:36:06,0 days,off-peak
09:36:24,10 days,advance
09:39:27,0 days,off-peak
09:40:48,16 days,advance
09:43:48,3 days,advance
09:44:44,1 days,advance
09:44:57,1 days,advance
09:45:44,1 days,advance
09:56:04,16 days,advance
09:57:06,1 days,advance
09:59:36,8 days,advance
10:00:39,0 days,off-peak
10:02:34,11 days,advance
10:25:20,1 days,advance
10:26:44,1 days,advance
10:27:55,0 days,off-peak
10:29:56,7 days,advance
10:31:12,14 days,advance
10:36:39,1 days,advance
10:37:06,1 days,advance
10:39:57,3 days,advance
10:46:28,12 days,advance
10:47:21,0 days,off-peak
10:56:30,15 days,advance
11:21:36,10 days,advance
11:55:52,0 days,off-peak
11:57:53,1 days,advance
12:04:15,0 days,off-peak
12:04:51,1 days,advance
12:14:05,11 days,advance
12:16:03,0 days,off-peak
12:21:50,12 days,advance
12:31:31,1 days,advance
12:33:44,11 days,advance
12:37:54,1 days,advance
12:38:41,6 days,advance
12:43:59,0 days,off-peak
12:44:20,8 days,advance
12:47:40,1 days,advance
13:25:18,3 days,advance
13:32:17,1 days,advance
13:32:38,1 days,advance
13:36:03,8 days,advance
13:36:11,0 days,off-peak
13:37:21,0 days,off-peak
13:38:06,1 days,advance
13:44:43,7 days,advance
13:57:00,0 days,off-peak
14:02:28,0 days,off-peak
14:02:49,0 days,off-peak
14:14:31,1 days,advance
14:16:48,1 days,advance
14:17:54,10 days,advance
14:22:30,16 days,advance
14:29:49,1 days,advance
14:29:54,1 days,advance
14:31:10,0 days,anytime
14:31:18,11 days,advance
14:31:33,1 days,advance
14:32:20,2 days,advance
14:35:42,0 days,anytime
14:38:48,0 days,anytime
14:40:49,0 days,anytime
14:48:42,0 days,anytime
14:49:43,1 days,advance
14:54:51,0 days,anytime
14:55:01,1 days,advance
14:55:14,1 days,advance
14:56:09,1 days,advance
14:59:09,0 days,anytime
15:01:06,12 days,advance
15:04:29,0 days,anytime
15:06:13,15 days,advance
15:09:57,9 days,advance
15:14:13,1 days,advance
15:16:32,12 days,advance
15:17:08,0 days,anytime
15:24:32,0 days,anytime
15:24:58,0 days,anytime
15:26:50,16 days,advance
15:33:21,8 days,advance
15:37:27,0 days,anytime
15:40:19,0 days,anytime
15:48:08,1 days,advance
15:48:28,9 days,advance
15:52:46,4 days,advance
16:00:23,0 days,anytime
16:02:47,1 days,advance
16:07:20,0 days,anytime
16:07:53,0 days,anytime
16:15:56,16 days,advance
16:22:15,0 days,anytime
16:24:25,6 days,advance
16:26:12,11 days,advance
16:27:28,0 days,anytime
16:32:27,6 days,advance
16:51:59,0 days,anytime
17:00:18,9 days,advance
17:05:01,0 days,anytime
17:09:34,4 days,advance
17:11:04,0 days,anytime
17:12:53,0 days,anytime
17:13:24,1 days,advance
17:13:53,0 days,anytime
17:15:00,0 days,anytime
17:15:03,0 days,anytime
17:18:03,0 days,anytime
17:19:33,16 days,advance
17:19:37,0 days,anytime
17:19:38,0 days,anytime
17:19:54,0 days,anytime
17:22:09,1 days,advance
17:24:19,0 days,anytime
17:26:25,0 days,anytime
17:30:05,4 days,advance
17:33:07,1 days,advance
17:33:52,1 days,advance
17:34:54,1 days,advance
17:36:51,8 days,advance
17:37:11,1 days,advance
17:37:40,7 days,advance
17:42:34,5 days,advance
17:43:52,8 days,advance
17:49:06,1 days,advance
17:51:23,1 days,advance
17:53:12,6 days,advance
17:55:22,15 days,advance
18:08:06,1 days,advance
18:12:11,0 days,anytime
18:12:17,13 days,advance
18:14:45,0 days,anytime
18:33:59,7 days,advance
18:40:52,14 days,advance
18:40:57,0 days,off-peak
18:45:32,13 days,advance
18:46:54,0 days,off-peak
18:50:06,15 days,advance
18:55:57,3 days,advance
18:56:42,0 days,off-peak
18:58:54,3 days,advance
19:14:47,0 days,off-peak
19:21:42,2 days,advance
19:23:21,1 days,advance
19:23:33,12 days,advance
19:24:10,9 days,advance
19:25:38,1 days,advance
19:30:15,5 days,advance
19:32:43,9 days,advance
19:35:10,1 days,advance
19:43:52,14 days,advance
19:50:26,11 days,advance
20:08:14,1 days,advance
20:16:15,1 days,advance
20:16:26,1 days,advance
20:16:27,10 days,advance
20:18:37,4 days,advance
20:18:58,1 days,advance
20:20:10,14 days,advance
20:20:50,10 days,advance
20:21:12,8 days,advance
20:21:18,3 days,advance
20:22:18,2 days,advance
20:23:40,13 days,advance
20:23:59,1 days,advance
20:24:20,2 days,advance
20:24:45,8 days,advance
20:26:51,9 days,advance
20:28:11,4 days,advance
20:33:32,13 days,advance
20:33:34,1 days,advance
20:34:28,2 days,advance
20:45:08,0 days,off-peak
20:48:19,1 days,advance
20:53:35,10 days,advance
21:08:29,16 days,advance
21:30:49,15 days,advance
21:45:37,17 days,advance
21:49:58,7 days,advance
21:54:26,10 days,advance
21:57:07,14 days,advance
21:58:23,2 days,advance
21:58:32,6 days,advance
22:25:45,1 days,advance
22:25:53,4 days,advance
23:02:01,4 days,advance
23:08:06,1 days,advance
23:09:58,3 days,advance
23:11:16,3 days,advance
23:14:25,3 days,advance
23:22:19,1 days,advance
23:34:03,1 days,advance
23:43:42,1 days,advance
23:45:18,2 days,advance
23:53:44,1 days,advance
23:55:53,7 days,advance
00:06:22,4 days,advance
00:16:35,0 days,off-peak
00:21:54,8 days,advance
00:22:14,13 days,advance
01:06:49,7 days,advance
01:08:12,0 days,off-peak
01:13:15,4 days,advance
01:14:52,0 days,off-peak
01:21:06,2 days,advance
01:24:01,12 days,advance
01:24:41,0 days,off-peak
01:25:36,0 days,off-peak
01:28:09,0 days,off-peak
01:29:17,1 days,advance
01:32:34,8 days,advance
01:40:38,4 days,advance
01:47:53,1 days,advance
01:56:13,1 days,advance
01:56:28,14 days,advance
02:03:32,8 days,advance
02:06:11,0 days,off-peak
02:11:02,1 days,advance
02:14:32,14 days,advance
02:35:43,2 days,advance
02:38:52,3 days,advance
02:55:56,0 days,off-peak
03:03:16,1 days,advance
03:03:18,0 days,off-peak
03:04:13,14 days,advance
03:07:38,0 days,off-peak
03:09:15,0 days,off-peak
03:14:08,0 days,off-peak
03:18:54,6 days,advance
03:25:51,7 days,advance
03:27:40,0 days,off-peak
03:41:17,6 days,advance
03:46:34,9 days,advance
03:46:46,5 days,advance
03:48:12,1 days,advance
03:54:08,1 days,advance
04:12:45,0 days,off-peak
04:21:56,0 days,off-peak
04:44:50,14 days,advance
04:46:49,1 days,advance
04:55:01,0 days,anytime
05:01:31,0 days,anytime
05:02:24,0 days,anytime
05:03:07,1 days,advance
05:04:03,0 days,anytime
05:06:15,0 days,anytime
05:07:39,10 days,advance
05:07:53,0 days,anytime
05:19:32,10 days,advance
05:22:15,11 days,advance
05:37:28,14 days,advance
05:46:49,1 days,advance
05:51:10,0 days,anytime
05:53:16,1 days,advance
05:53:18,10 days,advance
06:03:08,0 days,anytime
06:03:21,12 days,advance
06:10:09,1 days,advance
06:11:30,4 days,advance
06:13:52,10 days,advance
06:26:56,0 days,anytime
06:31:25,0 days,anytime
06:31:33,0 days,anytime
06:31:38,0 days,anytime
06:32:14,0 days,anytime
06:33:51,0 days,anytime
06:35:04,0 days,anytime
06:40:17,0 days,anytime
06:52:47,0 days,anytime
07:15:56,12 days,advance
07:16:34,0 days,anytime
07:18:58,0 days,anytime
07:20:34,4 days,advance
07:23:39,0 days,anytime
07:24:27,0 days,anytime
07:26:53,0 days,anytime
07:28:56,3 days,advance
07:38:03,0 days,off-peak
07:40:07,15 days,advance
07:46:02,1 days,advance
07:50:36,1 days,advance
07:53:37,14 days,advance
07:53:46,1 days,advance
07:54:40,10 days,advance
07:55:44,1 days,advance
07:56:20,5 days,advance
07:56:35,2 days,advance
07:58:04,0 days,off-peak
07:58:47,1 days,advance
08:00:43,1 days,advance
08:00:58,1 days,advance
08:02:35,1 days,advance
08:02:40,1 days,advance
08:02:47,3 days,advance
08:03:16,1 days,advance
08:03:29,11 days,advance
08:05:49,2 days,advance
08:06:29,8 days,advance
08:09:07,9 days,advance
08:10:19,9 days,advance
08:10:42,4 days,advance
08:20:09,13 days,advance
08:20:28,7 days,advance
08:22:47,11 days,advance
08:23:00,2 days,advance
08:23:13,6 days,advance
08:24:12,14 days,advance
08:25:20,8 days,advance
08:27:09,6 days,advance
08:27:45,7 days,advance
08:52:14,4 days,advance
08:55:20,2 days,advance
09:00:34,12 days,advance
09:01:55,1 days,advance
09:03:48,14 days,advance
09:06:58,4 days,advance
09:08:31,10 days,advance
09:08:47,14 days,advance
09:08:57,5 days,advance
09:12:05,8 days,advance
09:13:16,8 days,advance
09:18:18,1 days,advance
09:29:13,8 days,advance
09:29:24,14 days,advance
09:30:36,4 days,advance
09:31:04,1 days,advance
09:33:00,0 days,off-peak
09:34:17,3 days,advance
09:36:52,11 days,advance
09:37:17,9 days,advance
09:41:54,8 days,advance
09:43:27,11 days,advance
09:45:16,8 days,advance
09:53:08,1 days,advance
09:55:46,3 days,advance
10:02:40,9 days,advance
10:16:25,1 days,advance
10:25:12,2 days,advance
10:25:48,15 days,advance
10:30:33,0 days,off-peak
10:33:57,2 days,advance
10:36:30,0 days,off-peak
10:41:16,0 days,off-peak
10:53:47,1 days,advance
11:22:06,0 days,off-peak
11:27:21,0 days,off-peak
11:28:58,1 days,advance
11:38:03,0 days,off-peak
11:49:10,11 days,advance
11:51:33,10 days,advance
11:57:09,1 days,advance
12:03:14,11 days,advance
12:37:08,5 days,advance
12:37:36,1 days,advance
12:37:43,2 days,advance
12:42:12,1 days,advance
12:46:02,0 days,off-peak
12:47:43,10 days,advance
12:48:28,0 days,off-peak
12:57:40,0 days,off-peak
12:58:29,15 days,advance
12:59:22,0 days,off-peak
13:17:15,0 days,off-peak
13:20:02,1 days,advance
13:22:51,3 days,advance
13:30:08,7 days,advance
13:31:34,2 days,advance
13:43:05,3 days,advance
13:50:18,4 days,advance
13:55:08,0 days,off-peak
14:01:13,11 days,advance
14:18:22,6 days,advance
14:24:31,1 days,advance
14:29:06,11 days,advance
14:31:16,0 days,anytime
14:36:06,0 days,anytime
14:46:07,0 days,anytime
14:46:08,8 days,advance
14:49:13,12 days,advance
14:49:30,0 days,anytime
14:51:29,0 days,anytime
14:54:56,0 days,anytime
14:58:15,1 days,advance
15:17:27,6 days,advance
15:18:42,0 days,anytime
15:20:09,14 days,advance
15:21:33,0 days,anytime
15:28:26,2 days,advance
15:34:15,0 days,anytime
15:40:58,12 days,advance
15:41:25,9 days,advance
15:46:24,0 days,anytime
15:47:31,0 days,anytime
15:48:23,11 days,advance
15:53:38,0 days,anytime
15:58:50,0 days,anytime
16:02:19,10 days,advance
16:03:53,0 days,anytime
16:05:39,0 days,anytime
16:18:36,15 days,advance
16:25:13,0 days,anytime
16:25:14,14 days,advance
16:29:38,1 days,advance
16:34:51,0 days,anytime
16:34:54,4 days,advance
16:39:14,1 days,advance
16:39:35,6 days,advance
16:40:13,8 days,advance
17:00:52,0 days,anytime
17:16:40,0 days,anytime
17:18:19,1 days,advance
17:20:37,1 days,advance
17:22:33,0 days,anytime
17:24:20,0 days,anytime
17:25:19,0 days,anytime
17:25:34,10 days,advance
17:26:16,0 days,anytime
17:29:33,0 days,anytime
17:29:37,6 days,advance
17:30:32,7 days,advance
17:30:39,12 days,advance
17:31:05,5 days,advance
17:31:53,4 days,advance
17:32:26,8 days,advance
17:32:28,1 days,advance
17:32:39,4 days,advance
17:34:23,1 days,advance
17:41:16,14 days,advance
17:42:10,10 days,advance
17:42:40,1 days,advance
17:47:02,3 days,advance
17:52:13,14 days,advance
17:54:28,7 days,advance
17:56:04,8 days,advance
17:56:10,4 days,advance
17:57:03,12 days,advance
17:57:09,14 days,advance
18:04:50,7 days,advance
18:05:55,7 days,advance
18:19:08,0 days,anytime
18:19:13,0 days,off-peak
18:31:03,0 days,off-peak
18:32:14,1 days,advance
18:32:17,11 days,advance
18:33:13,0 days,off-peak
18:37:22,1 days,advance
18:37:55,1 days,advance
18:43:59,1 days,advance
18:49:25,7 days,advance
18:49:56,0 days,off-peak
18:53:11,5 days,advance
18:54:36,1 days,advance
18:55:16,11 days,advance
18:57:58,1 days,advance
19:03:11,4 days,advance
19:22:12,1 days,advance
19:22:47,7 days,advance
19:24:48,0 days,off-peak
19:25:06,9 days,advance
19:28:37,15 days,advance
19:28:57,5 days,advance
19:30:03,4 days,advance
19:31:22,5 days,advance
19:32:58,13 days,advance
19:33:16,4 days,advance
19:33:49,1 days,advance
19:34:22,7 days,advance
19:35:35,12 days,advance
19:41:23,1 days,advance
19:43:32,12 days,advance
19:44:56,1 days,advance
20:01:39,0 days,off-peak
20:04:08,0 days,off-peak
20:10:05,4 days,advance
20:11:30,8 days,advance
20:12:43,0 days,off-peak
20:15:01,13 days,advance
20:15:35,11 days,advance
20:17:07,13 days,advance
20:18:24,7 days,advance
20:20:16,1 days,advance
20:20:18,1 days,advance
20:22:29,14 days,advance
20:22:47,1 days,advance
20:24:23,7 days,advance
20:24:36,1 days,advance
20:25:21,13 days,advance
20:25:30,1 days,advance
20:27:51,3 days,advance
20:28:33,6 days,advance
20:28:44,8 days,advance
20:29:15,3 days,advance
20:29:34,1 days,advance
20:31:22,1 days,advance
20:31:22,0 days,off-peak
20:31:52,10 days,advance
20:32:07,1 days,advance
20:34:28,3 days,advance
20:34:49,5 days,advance
20:38:17,0 days,off-peak
20:56:53,5 days,advance
20:59:47,0 days,off-peak
21:19:16,13 days,advance
21:31:28,1 days,advance
21:36:42,11 days,advance
21:47:41,6 days,advance
21:47:52,7 days,advance
21:58:28,1 days,advance
22:10:43,1 days,advance
22:14:16,3 days,advance
22:35:19,1 days,advance
23:02:29,1 days,advance
23:03:05,6 days,advance
23:05:30,1 days,advance
23:08:50,1 days,advance
23:36:25,12 days,advance
23:39:36,1 days,advance
