Date of Journey,Route,Demand
2024-03-21,london kings cross-york,31
2024-03-21,london paddington-liverpool lime street,1
2024-03-21,london paddington-london waterloo,1
2024-03-21,london paddington-oxford,6
2024-03-21,london paddington-reading,35
2024-03-21,london st pancras-birmingham new street,33
2024-03-21,london st pancras-leicester,1
2024-03-21,london st pancras-wolverhampton,1
2024-03-21,manchester piccadilly-liverpool lime street,43
2024-03-21,manchester piccadilly-london euston,7
2024-03-21,manchester piccadilly-london paddington,1
2024-03-21,manchester piccadilly-london st pancras,1
2024-03-21,manchester piccadilly-nottingham,2
2024-03-21,oxford-bristol temple meads,2
2024-03-21,reading-birmingham new street,1
2024-03-21,reading-didcot,1
2024-03-21,reading-london paddington,1
2024-03-21,reading-oxford,4
2024-03-21,reading-swindon,1
2024-03-21,york-doncaster,2
2024-03-21,york-durham,2
2024-03-21,york-peterborough,1
2024-03-22,birmingham new street-liverpool lime street,2
2024-03-22,birmingham new street-london euston,3
2024-03-22,birmingham new street-london st pancras,7
2024-03-22,birmingham new street-manchester piccadilly,3
2024-03-22,birmingham new street-nuneaton,1
2024-03-22,birmingham new street-tamworth,2
2024-03-22,birmingham new street-wolverhampton,1
2024-03-22,edinburgh waverley-london kings cross,1
2024-03-22,liverpool lime street-london euston,8
2024-03-22,liverpool lime street-manchester piccadilly,17
2024-03-22,london euston-birmingham new street,41
2024-03-22,london euston-manchester piccadilly,4
2024-03-22,london euston-york,1
2024-03-22,london kings cross-edinburgh waverley,2
2024-03-22,london kings cross-liverpool lime street,1
2024-03-22,london kings cross-york,39
2024-03-22,london paddington-oxford,3
2024-03-22,london paddington-reading,45
2024-03-22,london st pancras-birmingham new street,30
2024-03-22,london st pancras-leicester,4
2024-03-22,london st pancras-wolverhampton,1
2024-03-22,manchester piccadilly-leeds,3
2024-03-22,manchester piccadilly-liverpool lime street,30
2024-03-22,manchester piccadilly-london euston,1
2024-03-22,manchester piccadilly-london paddington,2
2024-03-22,manchester piccadilly-nottingham,1
2024-03-22,manchester piccadilly-sheffield,1
2024-03-22,manchester piccadilly-warrington,2
2024-03-22,oxford-bristol temple meads,2
2024-03-22,reading-london paddington,2
2024-03-22,reading-swindon,1
2024-03-22,york-doncaster,1
2024-03-22,york-durham,3
2024-03-22,york-edinburgh,1
2024-03-22,york-peterborough,1
2024-03-23,birmingham new street-liverpool lime street,1
2024-03-23,birmingham new street-london euston,1
2024-03-23,birmingham new street-london st pancras,4
2024-03-23,birmingham new street-manchester piccadilly,3
2024-03-23,birmingham new street-nuneaton,2
2024-03-23,birmingham new street-stafford,3
2024-03-23,liverpool lime street-crewe,2
2024-03-23,liverpool lime street-leeds,1
2024-03-23,liverpool lime street-london euston,11
2024-03-23,liverpool lime street-manchester piccadilly,25
2024-03-23,liverpool lime street-sheffield,1
2024-03-23,london euston-birmingham new street,48
2024-03-23,london euston-manchester piccadilly,5
2024-03-23,london kings cross-york,32
2024-03-23,london paddington-manchester piccadilly,1
2024-03-23,london paddington-oxford,6
2024-03-23,london paddington-reading,37
2024-03-23,london st pancras-birmingham new street,21
2024-03-23,london st pancras-leicester,4
2024-03-23,manchester piccadilly-liverpool lime street,33
2024-03-23,manchester piccadilly-london euston,3
2024-03-23,manchester piccadilly-london paddington,2
2024-03-23,manchester piccadilly-nottingham,2
2024-03-23,manchester piccadilly-sheffield,1
2024-03-23,oxford-bristol temple meads,2
2024-03-23,reading-london paddington,1
2024-03-23,reading-swindon,1
2024-03-23,york-birmingham new street,1
2024-03-23,york-doncaster,4
2024-03-23,york-durham,2
2024-03-23,york-edinburgh,1
2024-03-23,york-peterborough,1
2024-03-24,birmingham new street-coventry,1
2024-03-24,birmingham new street-london st pancras,9
2024-03-24,birmingham new street-manchester piccadilly,2
2024-03-24,birmingham new street-nuneaton,2
2024-03-24,birmingham new street-reading,1
2024-03-24,birmingham new street-stafford,1
2024-03-24,birmingham new street-tamworth,3
2024-03-24,edinburgh waverley-london kings cross,2
2024-03-24,liverpool lime street-birmingham new street,1
2024-03-24,liverpool lime street-crewe,2
2024-03-24,liverpool lime street-london euston,10
2024-03-24,liverpool lime street-london paddington,1
2024-03-24,liverpool lime street-manchester piccadilly,26
2024-03-24,london euston-birmingham new street,39
2024-03-24,london euston-manchester piccadilly,4
2024-03-24,london euston-york,1
2024-03-24,london kings cross-edinburgh waverley,1
2024-03-24,london kings cross-liverpool lime street,2
2024-03-24,london kings cross-york,34
2024-03-24,london paddington-liverpool lime street,1
2024-03-24,london paddington-london waterloo,2
2024-03-24,london paddington-oxford,2
2024-03-24,london paddington-reading,31
2024-03-24,london st pancras-birmingham new street,11
2024-03-24,london st pancras-leicester,3
2024-03-24,london st pancras-wolverhampton,1
2024-03-24,manchester piccadilly-leeds,4
2024-03-24,manchester piccadilly-liverpool lime street,37
2024-03-24,manchester piccadilly-london euston,2
2024-03-24,manchester piccadilly-sheffield,2
2024-03-24,reading-birmingham new street,1
2024-03-24,reading-didcot,1
2024-03-24,reading-london paddington,1
2024-03-24,reading-oxford,1
2024-03-24,reading-swindon,2
2024-03-24,york-durham,1
2024-03-24,york-edinburgh,2
2024-03-24,york-peterborough,1
2024-03-25,birmingham new street-liverpool lime street,3
2024-03-25,birmingham new street-london euston,1
2024-03-25,birmingham new street-london paddington,1
2024-03-25,birmingham new street-london st pancras,7
2024-03-25,birmingham new street-manchester piccadilly,3
2024-03-25,birmingham new street-nuneaton,1
2024-03-25,birmingham new street-stafford,1
2024-03-25,birmingham new street-tamworth,3
2024-03-25,liverpool lime street-crewe,5
2024-03-25,liverpool lime street-london euston,13
2024-03-25,liverpool lime street-manchester piccadilly,31
2024-03-25,london euston-birmingham new street,44
2024-03-25,london euston-manchester piccadilly,10
2024-03-25,london euston-york,2
2024-03-25,london kings cross-edinburgh waverley,2
2024-03-25,london kings cross-liverpool lime street,3
2024-03-25,london kings cross-york,23
2024-03-25,london paddington-oxford,3
2024-03-25,london paddington-reading,45
2024-03-25,london st pancras-birmingham new street,35
2024-03-25,london st pancras-leicester,2
2024-03-25,manchester piccadilly-leeds,2
2024-03-25,manchester piccadilly-liverpool lime street,44
2024-03-25,manchester piccadilly-london euston,2
2024-03-25,manchester piccadilly-nottingham,1
2024-03-25,manchester piccadilly-sheffield,1
2024-03-25,oxford-bristol temple meads,1
2024-03-25,reading-liverpool lime street,1
2024-03-25,reading-london paddington,3
2024-03-25,reading-oxford,1
2024-03-25,reading-swindon,4
2024-03-25,york-doncaster,2
2024-03-25,york-durham,3
2024-03-25,york-peterborough,1
2024-03-26,birmingham new street-coventry,2
2024-03-26,birmingham new street-edinburgh,1
2024-03-26,birmingham new street-liverpool lime street,7
2024-03-26,birmingham new street-london euston,1
2024-03-26,birmingham new street-london st pancras,6
2024-03-26,birmingham new street-manchester piccadilly,1
2024-03-26,birmingham new street-nuneaton,2
2024-03-26,birmingham new street-stafford,1
2024-03-26,birmingham new street-tamworth,2
2024-03-26,liverpool lime street-crewe,3
2024-03-26,liverpool lime street-london euston,6
2024-03-26,liverpool lime street-london paddington,2
2024-03-26,liverpool lime street-manchester piccadilly,19
2024-03-26,london euston-birmingham new street,38
2024-03-26,london euston-manchester piccadilly,8
2024-03-26,london euston-york,1
2024-03-26,london kings cross-york,29
2024-03-26,london paddington-london waterloo,3
2024-03-26,london paddington-oxford,3
2024-03-26,london paddington-reading,36
2024-03-26,london st pancras-birmingham new street,37
2024-03-26,london st pancras-leicester,2
2024-03-26,manchester piccadilly-leeds,3
2024-03-26,manchester piccadilly-liverpool lime street,44
2024-03-26,manchester piccadilly-london euston,6
2024-03-26,manchester piccadilly-london paddington,2
2024-03-26,manchester piccadilly-nottingham,1
2024-03-26,manchester piccadilly-sheffield,2
2024-03-26,oxford-bristol temple meads,1
2024-03-26,reading-birmingham new street,2
2024-03-26,reading-london paddington,1
2024-03-26,reading-swindon,3
2024-03-26,york-birmingham new street,1
2024-03-26,york-doncaster,2
2024-03-26,york-durham,5
2024-03-26,york-edinburgh,1
2024-03-26,york-leeds,1
2024-03-26,york-peterborough,2
2024-03-26,york-wakefield,1
2024-03-27,birmingham new street-london euston,3
2024-03-27,birmingham new street-london paddington,2
2024-03-27,birmingham new street-london st pancras,8
2024-03-27,birmingham new street-manchester piccadilly,1
2024-03-27,birmingham new street-nuneaton,3
2024-03-27,birmingham new street-tamworth,3
2024-03-27,birmingham new street-york,1
2024-03-27,liverpool lime street-crewe,2
2024-03-27,liverpool lime street-leeds,3
2024-03-27,liverpool lime street-london euston,4
2024-03-27,liverpool lime street-manchester piccadilly,22
2024-03-27,london euston-birmingham new street,44
2024-03-27,london euston-manchester piccadilly,4
2024-03-27,london kings cross-edinburgh waverley,2
2024-03-27,london kings cross-liverpool lime street,1
2024-03-27,london kings cross-york,27
2024-03-27,london paddington-london waterloo,2
2024-03-27,london paddington-oxford,3
2024-03-27,london paddington-reading,38
2024-03-27,london st pancras-birmingham new street,27
2024-03-27,london st pancras-leicester,2
2024-03-27,london st pancras-wolverhampton,2
2024-03-27,manchester piccadilly-leeds,2
2024-03-27,manchester piccadilly-liverpool lime street,40
2024-03-27,manchester piccadilly-london euston,3
2024-03-27,manchester piccadilly-london paddington,2
2024-03-27,manchester piccadilly-sheffield,2
2024-03-27,manchester piccadilly-york,2
2024-03-27,oxford-bristol temple meads,2
2024-03-27,reading-didcot,2
2024-03-27,reading-london paddington,2
2024-03-27,reading-oxford,1
2024-03-27,reading-swindon,3
2024-03-27,york-birmingham new street,1
2024-03-27,york-doncaster,2
2024-03-27,york-durham,1
2024-03-27,york-edinburgh,3
2024-03-27,york-edinburgh waverley,1
2024-03-27,york-peterborough,2
2024-03-28,birmingham new street-coventry,2
2024-03-28,birmingham new street-london euston,2
2024-03-28,birmingham new street-london st pancras,2
2024-03-28,birmingham new street-manchester piccadilly,1
2024-03-28,birmingham new street-nuneaton,1
2024-03-28,birmingham new street-reading,1
2024-03-28,birmingham new street-stafford,3
2024-03-28,birmingham new street-york,1
2024-03-28,liverpool lime street-birmingham new street,1
2024-03-28,liverpool lime street-leeds,1
2024-03-28,liverpool lime street-london euston,3
2024-03-28,liverpool lime street-manchester piccadilly,28
2024-03-28,liverpool lime street-sheffield,3
2024-03-28,london euston-birmingham new street,27
2024-03-28,london euston-manchester piccadilly,4
2024-03-28,london euston-oxford,1
2024-03-28,london kings cross-edinburgh waverley,3
2024-03-28,london kings cross-york,31
2024-03-28,london paddington-liverpool lime street,1
2024-03-28,london paddington-london waterloo,1
2024-03-28,london paddington-manchester piccadilly,1
2024-03-28,london paddington-oxford,4
2024-03-28,london paddington-reading,28
2024-03-28,london st pancras-birmingham new street,29
2024-03-28,london st pancras-leicester,2
2024-03-28,manchester piccadilly-leeds,1
2024-03-28,manchester piccadilly-liverpool lime street,50
2024-03-28,manchester piccadilly-london euston,6
2024-03-28,manchester piccadilly-nottingham,1
2024-03-28,manchester piccadilly-sheffield,2
2024-03-28,manchester piccadilly-warrington,2
2024-03-28,oxford-bristol temple meads,1
2024-03-28,reading-london paddington,1
2024-03-28,reading-swindon,2
2024-03-28,york-doncaster,1
2024-03-28,york-durham,4
2024-03-28,york-edinburgh,3
2024-03-28,york-liverpool lime street,1
2024-03-29,birmingham new street-coventry,1
2024-03-29,birmingham new street-liverpool lime street,2
2024-03-29,birmingham new street-london euston,1
2024-03-29,birmingham new street-london st pancras,7
2024-03-29,birmingham new street-york,1
2024-03-29,bristol temple meads-cardiff central,1
2024-03-29,edinburgh waverley-london kings cross,1
2024-03-29,liverpool lime street-crewe,1
2024-03-29,liverpool lime street-london euston,12
2024-03-29,liverpool lime street-manchester piccadilly,27
2024-03-29,liverpool lime street-sheffield,2
2024-03-29,london euston-birmingham new street,36
2024-03-29,london euston-manchester piccadilly,7
2024-03-29,london kings cross-edinburgh waverley,1
2024-03-29,london kings cross-liverpool lime street,2
2024-03-29,london kings cross-york,29
2024-03-29,london paddington-oxford,2
2024-03-29,london paddington-reading,29
2024-03-29,london st pancras-birmingham new street,37
2024-03-29,london st pancras-leicester,1
2024-03-29,london st pancras-wolverhampton,2
2024-03-29,manchester piccadilly-leeds,2
2024-03-29,manchester piccadilly-liverpool lime street,30
2024-03-29,manchester piccadilly-london euston,3
2024-03-29,manchester piccadilly-london kings cross,1
2024-03-29,manchester piccadilly-london paddington,2
2024-03-29,manchester piccadilly-nottingham,1
2024-03-29,manchester piccadilly-sheffield,2
2024-03-29,oxford-bristol temple meads,2
2024-03-29,reading-birmingham new street,1
2024-03-29,reading-london paddington,1
2024-03-29,reading-oxford,2
2024-03-29,reading-swindon,3
2024-03-29,york-doncaster,3
2024-03-29,york-durham,2
2024-03-29,york-peterborough,2
2024-03-30,birmingham new street-coventry,1
2024-03-30,birmingham new street-edinburgh,1
2024-03-30,birmingham new street-liverpool lime street,1
2024-03-30,birmingham new street-london euston,2
2024-03-30,birmingham new street-london st pancras,11
2024-03-30,birmingham new street-manchester piccadilly,4
2024-03-30,birmingham new street-nuneaton,1
2024-03-30,birmingham new street-tamworth,2
2024-03-30,edinburgh waverley-london kings cross,1
2024-03-30,liverpool lime street-crewe,3
2024-03-30,liverpool lime street-leeds,1
2024-03-30,liverpool lime street-london euston,6
2024-03-30,liverpool lime street-london paddington,1
2024-03-30,liverpool lime street-manchester piccadilly,26
2024-03-30,liverpool lime street-sheffield,1
2024-03-30,london euston-birmingham new street,34
2024-03-30,london euston-manchester piccadilly,5
2024-03-30,london euston-york,1
2024-03-30,london kings cross-liverpool lime street,1
2024-03-30,london kings cross-york,41
2024-03-30,london paddington-liverpool lime street,1
2024-03-30,london paddington-london waterloo,1
