Ticket Type,Ticket Class,Departure Station,Arrival Destination,Railcard,Lead Time
advance,standard,liverpool lime street,manchester piccadilly,adult,6 days
off-peak,standard,london kings cross,york,no railcard,0 days
advance,standard,london euston,birmingham new street,no railcard,6 days
advance,standard,london euston,birmingham new street,no railcard,6 days
advance,standard,liverpool lime street,manchester piccadilly,disabled,1 days
advance,first class,manchester piccadilly,liverpool lime street,no railcard,1 days
advance,standard,london euston,birmingham new street,no railcard,1 days
advance,standard,london kings cross,york,no railcard,1 days
advance,standard,london euston,birmingham new street,no railcard,1 days
advance,standard,london euston,birmingham new street,no railcard,1 days
advance,standard,london euston,birmingham new street,no railcard,7 days
advance,standard,london paddington,reading,no railcard,1 days
off-peak,standard,liverpool lime street,london euston,adult,0 days
off-peak,standard,london kings cross,york,no railcard,0 days
off-peak,standard,london kings cross,york,no railcard,0 days
off-peak,standard,london paddington,reading,no railcard,0 days
advance,standard,manchester piccadilly,liverpool lime street,adult,7 days
advance,standard,manchester piccadilly,liverpool lime street,adult,1 days
advance,standard,birmingham new street,london st pancras,adult,3 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,1 days
off-peak,standard,london st pancras,birmingham new street,no railcard,0 days
advance,first class,york,durham,no railcard,2 days
advance,standard,london st pancras,birmingham new street,no railcard,2 days
advance,standard,london paddington,reading,no railcard,1 days
advance,standard,manchester piccadilly,nottingham,no railcard,1 days
advance,standard,london paddington,reading,disabled,1 days
off-peak,first class,london kings cross,york,no railcard,0 days
advance,standard,liverpool lime street,manchester piccadilly,no railcard,1 days
anytime,standard,manchester piccadilly,liverpool lime street,senior,0 days
anytime,standard,london st pancras,birmingham new street,no railcard,0 days
anytime,standard,birmingham new street,london st pancras,no railcard,0 days
anytime,standard,birmingham new street,london st pancras,no railcard,0 days
advance,standard,liverpool lime street,manchester piccadilly,disabled,7 days
anytime,standard,reading,swindon,no railcard,0 days
advance,standard,liverpool lime street,manchester piccadilly,no railcard,1 days
anytime,standard,london kings cross,york,no railcard,0 days
advance,standard,london st pancras,birmingham new street,no railcard,5 days
advance,standard,london kings cross,york,no railcard,6 days
anytime,standard,liverpool lime street,london euston,no railcard,0 days
anytime,standard,liverpool lime street,london euston,no railcard,0 days
advance,standard,london kings cross,liverpool lime street,adult,1 days
anytime,standard,liverpool lime street,london euston,no railcard,0 days
anytime,standard,liverpool lime street,london euston,no railcard,0 days
anytime,standard,london paddington,reading,no railcard,0 days
advance,standard,london st pancras,birmingham new street,no railcard,5 days
anytime,standard,london kings cross,york,no railcard,0 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,7 days
advance,first class,london euston,birmingham new street,no railcard,1 days
advance,first class,liverpool lime street,manchester piccadilly,no railcard,2 days
advance,standard,reading,oxford,senior,5 days
advance,standard,london paddington,reading,senior,7 days
advance,standard,london kings cross,york,no railcard,2 days
advance,standard,london paddington,reading,senior,4 days
advance,standard,london paddington,reading,senior,5 days
advance,standard,london kings cross,york,no railcard,7 days
advance,standard,manchester piccadilly,liverpool lime street,senior,1 days
advance,standard,london paddington,reading,senior,6 days
advance,standard,york,doncaster,no railcard,2 days
advance,standard,london st pancras,wolverhampton,disabled,1 days
advance,standard,london euston,birmingham new street,adult,1 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,3 days
advance,standard,london st pancras,birmingham new street,no railcard,5 days
advance,standard,london paddington,reading,no railcard,1 days
advance,standard,liverpool lime street,manchester piccadilly,no railcard,1 days
off-peak,standard,liverpool lime street,manchester piccadilly,no railcard,0 days
off-peak,standard,liverpool lime street,manchester piccadilly,no railcard,0 days
advance,standard,liverpool lime street,crewe,senior,7 days
advance,standard,london kings cross,york,no railcard,2 days
advance,first class,birmingham new street,london euston,no railcard,5 days
advance,standard,liverpool lime street,london euston,no railcard,5 days
off-peak,standard,london euston,birmingham new street,disabled,0 days
advance,standard,york,leeds,no railcard,7 days
advance,standard,london paddington,reading,no railcard,3 days
off-peak,standard,london st pancras,birmingham new street,no railcard,0 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,1 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,6 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,1 days
off-peak,standard,london kings cross,york,no railcard,0 days
off-peak,standard,london paddington,reading,no railcard,0 days
advance,standard,liverpool lime street,london st pancras,no railcard,7 days
off-peak,standard,liverpool lime street,manchester piccadilly,adult,0 days
off-peak,standard,manchester piccadilly,liverpool lime street,senior,0 days
advance,standard,liverpool lime street,manchester piccadilly,adult,2 days
advance,standard,london st pancras,birmingham new street,no railcard,8 days
advance,standard,london st pancras,birmingham new street,no railcard,3 days
advance,standard,london st pancras,birmingham new street,no railcard,3 days
advance,standard,london st pancras,birmingham new street,no railcard,4 days
advance,standard,liverpool lime street,manchester piccadilly,no railcard,1 days
off-peak,standard,manchester piccadilly,liverpool lime street,no railcard,0 days
anytime,standard,york,peterborough,no railcard,0 days
anytime,standard,manchester piccadilly,liverpool lime street,no railcard,0 days
advance,standard,london kings cross,york,no railcard,6 days
anytime,standard,london euston,birmingham new street,adult,0 days
advance,standard,manchester piccadilly,liverpool lime street,senior,1 days
advance,standard,london st pancras,birmingham new street,adult,1 days
advance,standard,birmingham new street,london st pancras,no railcard,3 days
anytime,standard,manchester piccadilly,liverpool lime street,no railcard,0 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,1 days
advance,standard,london paddington,reading,no railcard,1 days
advance,standard,manchester piccadilly,liverpool lime street,adult,4 days
anytime,standard,reading,oxford,senior,0 days
advance,first class,london paddington,reading,adult,5 days
anytime,standard,london euston,birmingham new street,adult,0 days
advance,standard,london st pancras,birmingham new street,no railcard,1 days
advance,first class,manchester piccadilly,liverpool lime street,senior,3 days
advance,standard,london kings cross,york,no railcard,7 days
advance,standard,manchester piccadilly,liverpool lime street,adult,7 days
advance,standard,london paddington,reading,no railcard,7 days
advance,standard,london kings cross,york,no railcard,4 days
advance,first class,london kings cross,york,no railcard,3 days
anytime,standard,birmingham new street,liverpool lime street,adult,0 days
anytime,first class,birmingham new street,york,adult,0 days
advance,standard,london st pancras,birmingham new street,adult,7 days
advance,standard,london euston,birmingham new street,disabled,7 days
anytime,standard,birmingham new street,tamworth,no railcard,0 days
advance,standard,london euston,birmingham new street,adult,1 days
advance,standard,london euston,birmingham new street,disabled,5 days
advance,standard,manchester piccadilly,liverpool lime street,adult,3 days
advance,standard,manchester piccadilly,liverpool lime street,adult,1 days
advance,standard,london kings cross,york,no railcard,4 days
advance,standard,london kings cross,york,no railcard,6 days
advance,standard,london paddington,reading,no railcard,1 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,2 days
off-peak,standard,london st pancras,birmingham new street,no railcard,0 days
off-peak,standard,liverpool lime street,manchester piccadilly,adult,0 days
advance,standard,manchester piccadilly,liverpool lime street,senior,1 days
advance,first class,london st pancras,leicester,senior,5 days
advance,standard,london st pancras,leicester,senior,3 days
advance,standard,manchester piccadilly,liverpool lime street,senior,1 days
advance,first class,london euston,birmingham new street,adult,1 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,6 days
advance,standard,london st pancras,birmingham new street,no railcard,7 days
